Name,Category,Product_type,Review_count,Price,Badge,have_Different_options,New_product,Discount
TULLSTORP,"Sideboards, buffets & console tables","Cabinet,",0,495,Not top seller,No option,New,Not have lower price
NISSAFORS,Trolleys,"Trolley,",20,119,Not top seller,More option,Not new,Not have lower price
VESKEN,Trolleys,"Trolley,",16,45,Not top seller,More option,Not new,Not have lower price
RÅSKOG,Trolleys,"Trolley,",6,199,Top seller,More option,Not new,Not have lower price
RÅSHULT,Trolleys,"Trolley,",2,149,Not top seller,More option,Not new,Not have lower price
TORNVIKEN,Trolleys,"Kitchen island,",1,1995,Not top seller,More option,Not new,Not have lower price
TROTTEN,Trolleys,"Trolley,",0,575,Not top seller,More option,Not new,Not have lower price
HORNAVAN,Trolleys,"Trolley,",0,199,Not top seller,No option,Not new,Not have lower price
RISATORP,Trolleys,"Trolley,",0,329,Not top seller,No option,Not new,Not have lower price
ÖVNING,Trolleys,"Trolley,",0,395,Not top seller,No option,New,Not have lower price
GROERYD,Trolleys,"Trolley,",0,849,Not top seller,No option,Not new,Not have lower price
ENHET,Trolleys,"Kitchen island,",0,1035,Not top seller,No option,Not new,Not have lower price
BROR,Trolleys,"Trolley,",3,675,Not top seller,No option,Not new,Not have lower price
KUNGSFORS,Trolleys,"Kitchen trolley,",0,775,Not top seller,No option,Not new,Not have lower price
STENSTORP,Trolleys,"Kitchen trolley,",0,1199,Not top seller,No option,Not new,Not have lower price
VADHOLMA,Trolleys,Rack for kitchen island,2,495,Not top seller,No option,Not new,Not have lower price
VADHOLMA,Trolleys,"Kitchen island with rack,",0,2990,Not top seller,No option,Not new,Not have lower price
BEKVÄM,Trolleys,"Kitchen trolley,",0,425,Not top seller,No option,Not new,Not have lower price
RIMFORSA,Trolleys,"Work bench,",0,2245,Not top seller,No option,Not new,Not have lower price
VADHOLMA,Trolleys,"Kitchen island,",1,2495,Not top seller,No option,Not new,Not have lower price
FÖRHÖJA,Trolleys,"Kitchen trolley,",1,849,Not top seller,No option,Not new,Not have lower price
NISSAFORS,Trolleys,"Trolley,",20,119,Not top seller,More option,New,Not have lower price
VESKEN,Trolleys,"Trolley,",16,49,Not top seller,More option,Not new,Not have lower price
RÅSKOG,Trolleys,"Trolley,",6,199,Not top seller,More option,Not new,Not have lower price
STIG,Bar furniture,"Bar stool with backrest,",7,99,Not top seller,No option,Not new,Not have lower price
SANDSBERG,Bar furniture,"Bar stool,",6,139,Not top seller,No option,Not new,Not have lower price
EKEDALEN,Bar furniture,"Bar table,",0,1395,Top seller,More option,Not new,Not have lower price
SANDSBERG,Bar furniture,"Bar table,",0,229,Not top seller,No option,Not new,Not have lower price
BERGMUND,Bar furniture,"Bar stool with backrest,",0,445,Not top seller,More option,Not new,Not have lower price
INGOLF,Bar furniture,"Bar stool with backrest,",3,399,Top seller,More option,Not new,Not have lower price
SANDSBERG / SANDSBERG,Bar furniture,"Bar table and 2 bar stools,",0,507,Not top seller,More option,Not new,Not have lower price
RÖNNINGE,Bar furniture,"Bar stool,",0,349,Not top seller,More option,Not new,Not have lower price
NORBERG,Bar furniture,"Wall-mount drop-leaf tbl w storage,",0,449,Not top seller,No option,Not new,Not have lower price
GRÅSALA,Bar furniture,"Bar stool,",0,129,Not top seller,No option,New,Not have lower price
YNGVAR,Bar furniture,"Bar stool,",0,649,Not top seller,No option,Not new,Not have lower price
NORBERG,Bar furniture,"Wall-mounted drop-leaf table,",0,299,Not top seller,No option,Not new,Not have lower price
STENSELE,Bar furniture,"Bar table,",0,599,Not top seller,No option,Not new,Not have lower price
LILLÅNÄS,Bar furniture,"Bar stool,",0,425,Not top seller,No option,New,Not have lower price
FRANKLIN,Bar furniture,"Bar stool with backrest, foldable,",6,179,Not top seller,More option,Not new,Not have lower price
NORRARYD,Bar furniture,"Bar stool with backrest,",0,525,Not top seller,No option,Not new,Not have lower price
EKEDALEN,Bar furniture,"Bar stool with backrest,",0,449,Not top seller,No option,Not new,Not have lower price
HÅVERUD,Bar furniture,Table with storage ladder,0,575,Not top seller,No option,Not new,Not have lower price
GLENN,Bar furniture,"Bar stool,",0,499,Not top seller,More option,Not new,Not have lower price
EKEDALEN,Bar furniture,"Bar stool with backrest,",0,509,Not top seller,More option,Not new,Not have lower price
RÖNNINGE / RÖNNINGE,Bar furniture,Bar table and 4 bar stools,0,2846,Not top seller,No option,Not new,Not have lower price
HÅVERUD / DALFRED,Bar furniture,"Table and 2 stools,",0,1133,Not top seller,More option,Not new,Not have lower price
STENSELE / NORRARYD,Bar furniture,Bar table and 2 bar stools,0,1649,Not top seller,No option,Not new,Not have lower price
TOMMARYD,Bar furniture,"Table,",0,895,Not top seller,More option,Not new,Not have lower price
EKENÄSET,Armchairs & chaise longues,Armchair,0,945,Not top seller,More option,New,Not have lower price
STRANDMON,Armchairs & chaise longues,Wing chair,6,995,Top seller,More option,Not new,Not have lower price
REMSTA,Armchairs & chaise longues,Armchair,0,895,Not top seller,More option,Not new,Not have lower price
EKTORP,Armchairs & chaise longues,Armchair,0,1075,Not top seller,More option,Not new,Not have lower price
STRANDMON,Armchairs & chaise longues,Children's armchair,2,695,Not top seller,No option,Not new,Not have lower price
GRÖNLID,Armchairs & chaise longues,Armchair,0,2445,Not top seller,More option,Not new,Not have lower price
PÄRUP,Armchairs & chaise longues,Cover for 2-seat sofa,1,695,Not top seller,More option,Not new,Not have lower price
POÄNG,Armchairs & chaise longues,Armchair,0,545,Not top seller,More option,Not new,Not have lower price
EKOLSUND,Armchairs & chaise longues,Recliner,0,1895,Not top seller,More option,Not new,Not have lower price
EKERÖ,Armchairs & chaise longues,Armchair,0,995,Not top seller,More option,Not new,Not have lower price
OSKARSHAMN,Armchairs & chaise longues,Wing chair,0,1799,Not top seller,More option,New,Not have lower price
ULRIKSBERG,Armchairs & chaise longues,Armchair,1,545,Not top seller,No option,Not new,Not have lower price
PERSBOL,Armchairs & chaise longues,Armchair,0,995,Not top seller,More option,New,Not have lower price
POÄNG,Armchairs & chaise longues,Armchair,0,545,Top seller,More option,Not new,Not have lower price
PELLO,Armchairs & chaise longues,Armchair,8,295,Top seller,No option,Not new,Not have lower price
STRANDMON,Armchairs & chaise longues,Footstool,2,345,Not top seller,More option,Not new,Not have lower price
STRANDMON,Armchairs & chaise longues,Slipcover for wing chair,0,195,Not top seller,No option,Not new,Not have lower price
KLUBBFORS,Armchairs & chaise longues,Armchair,1,1695,Not top seller,No option,Not new,Not have lower price
LANDSKRONA,Armchairs & chaise longues,Armchair,0,1445,Not top seller,More option,Not new,Not have lower price
VEDBO,Armchairs & chaise longues,Armchair,0,1095,Not top seller,More option,Not new,Not have lower price
GISTAD,Armchairs & chaise longues,Recliner,0,1245,Not top seller,More option,Not new,Not have lower price
RÅDVIKEN,Armchairs & chaise longues,Armchair,0,845,Not top seller,No option,Not new,Not have lower price
TULLSTA,Armchairs & chaise longues,Armchair,0,895,Not top seller,More option,Not new,New Lower Price
SNIGLAR,Nursery furniture,"Cot,",13,395,Top seller,No option,Not new,Not have lower price
SMÅGÖRA,Nursery furniture,"Cot,",2,795,Not top seller,No option,Not new,New Lower Price
GONATT,Nursery furniture,"Cot with drawer,",1,1495,Not top seller,No option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage combination,",0,520,Not top seller,More option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage box,",12,15,Not top seller,More option,Not new,Not have lower price
SMÅGÖRA,Nursery furniture,Changing tbl/bookshelf w 1 shlf ut,0,594,Not top seller,No option,Not new,Not have lower price
SMÅGÖRA,Nursery furniture,Changing tbl/bookshelf w 2 shlf ut,0,743,Not top seller,No option,Not new,Not have lower price
GULLIVER,Nursery furniture,Changing table,1,795,Not top seller,No option,Not new,Not have lower price
SMÅGÖRA,Nursery furniture,"Wardrobe,",1,775,Not top seller,No option,Not new,Not have lower price
SUNDVIK,Nursery furniture,"Wardrobe,",0,1425,Not top seller,More option,Not new,Not have lower price
SNIGLAR,Nursery furniture,"2-piece baby furniture set,",0,590,Not top seller,No option,Not new,Not have lower price
ANTILOP,Nursery furniture,Highchair with safety belt,0,99,Not top seller,No option,Not new,Not have lower price
GODISHUS,Nursery furniture,"Wardrobe,",0,595,Not top seller,No option,Not new,Not have lower price
ANTILOP,Nursery furniture,Supporting cushion,0,30,Not top seller,No option,Not new,Not have lower price
SUNDVIK,Nursery furniture,"Cot,",0,995,Not top seller,More option,Not new,Not have lower price
GULLIVER,Nursery furniture,"2-piece baby furniture set,",0,1590,Not top seller,No option,Not new,Not have lower price
ANTILOP,Nursery furniture,Highchair with tray,0,129,Not top seller,No option,Not new,Not have lower price
GULLIVER,Nursery furniture,"Cot,",3,795,Not top seller,No option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage combination,",0,275,Not top seller,More option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage combination,",0,750,Not top seller,More option,Not new,Not have lower price
SUNDVIK,Nursery furniture,Changing table/chest of drawers,1,1295,Not top seller,More option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage combination,",0,535,Not top seller,More option,Not new,Not have lower price
SNIGLAR,Nursery furniture,"Changing table,",3,195,Not top seller,No option,Not new,Not have lower price
TROFAST,Nursery furniture,"Storage box,",16,25,Not top seller,More option,Not new,Not have lower price
LIATORP,Dining furniture,"Console table,",1,599,Top seller,No option,Not new,Not have lower price
KLIMPFJÄLL,Dining furniture,"Dining table,",0,2799,Not top seller,No option,Not new,New Lower Price
BESTÅ,Dining furniture,"Storage combination w doors/drawers,",0,1275,Not top seller,More option,Not new,Not have lower price
INGATORP / INGOLF,Dining furniture,"Table and 4 chairs,",0,2691,Not top seller,More option,Not new,Not have lower price
INGATORP,Dining furniture,"Extendable table,",3,1895,Not top seller,More option,Not new,Not have lower price
INGATORP / INGOLF,Dining furniture,"Table and 6 chairs,",0,3689,Not top seller,No option,Not new,Not have lower price
JOKKMOKK,Dining furniture,Table and 4 chairs,34,795,Top seller,No option,Not new,New Lower Price
SKOGSTA / INGOLF,Dining furniture,"Table and 6 chairs,",0,4293,Not top seller,More option,Not new,New Lower Price
KALLAX,Dining furniture,"Shelving unit,",26,499,Not top seller,More option,Not new,Not have lower price
MÖCKELBY / FANBYN,Dining furniture,"Table and 6 chairs,",0,6045,Not top seller,More option,Not new,Not have lower price
VOXLÖV,Dining furniture,Chair,1,425,Not top seller,No option,Not new,Not have lower price
MÖRBYLÅNGA,Dining furniture,"Table,",1,2999,Not top seller,No option,Not new,Not have lower price
YPPERLIG / LISABO,Dining furniture,"Table and 4 chairs,",0,2599,Not top seller,More option,Not new,Not have lower price
VANGSTA / JANINGE,Dining furniture,"Table and 4 chairs,",0,1895,Not top seller,More option,Not new,Not have lower price
NACKANÄS,Dining furniture,"Table,",0,899,Not top seller,No option,Not new,Not have lower price
DANDERYD,Dining furniture,"Dining table,",0,1499,Not top seller,No option,Not new,Not have lower price
BESTÅ,Dining furniture,"Storage combination w doors/drawers,",0,1740,Not top seller,More option,Not new,Not have lower price
NORRÅKER,Dining furniture,"Table,",0,899,Not top seller,No option,Not new,Not have lower price
PINNTORP,Dining furniture,"Table,",0,599,Not top seller,More option,Not new,Not have lower price
BEKVÄM,Dining furniture,"Step stool,",2,145,Not top seller,No option,Not new,Not have lower price
INGATORP,Dining furniture,"Extendable table,",3,1495,Not top seller,More option,Not new,Not have lower price
EKEDALEN,Dining furniture,"Extendable table,",1,1445,Not top seller,More option,Not new,Not have lower price
BALTSAR,Dining furniture,Swivel chair,0,699,Not top seller,More option,Not new,Not have lower price
ÄLVSTA,Dining furniture,Chair,0,309,Not top seller,More option,New,Not have lower price
